Running job on compute-2-02
Requested resources:
  - CPUs: 12
  - GPUs: 
  - Memory: 18000
Skipping n=40000, coeff=1, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=4, trial=7, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=4, trial=7, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=4, trial=7, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=4, trial=7, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=4, trial=7, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=4, trial=7, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=4, trial=8, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=4, trial=8, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=4, trial=8, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=4, trial=8, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=4, trial=8, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=4, trial=8, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=4, trial=8, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=4, trial=8, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=4, trial=8, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=4, trial=8, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=4, trial=9, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=4, trial=9, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=4, trial=9, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=4, trial=9, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=4, trial=9, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=4, trial=9, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=4, trial=9, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=4, trial=9, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=4, trial=9, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=4, trial=9, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=0, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=1, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=2, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=3, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=4, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=5, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=5, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=5, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=5, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=5, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=5, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=5, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=5, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=5, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=5, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=6, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=6, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=6, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=6, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=6, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=6, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=6, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=6, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=6, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=6, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=7, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=7, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=7, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=7, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=7, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=7, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=7, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=7, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=7, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=7, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=8, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=8, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=8, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=8, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=8, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=8, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=8, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=8, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=8, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=8, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=5, trial=9, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=5, trial=9, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=5, trial=9, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=5, trial=9, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=5, trial=9, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=5, trial=9, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=5, trial=9, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=5, trial=9, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=5, trial=9, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=5, trial=9, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=6, trial=0, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=1, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=1, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=1, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=1, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=1, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=1, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=1, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=1, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=6, trial=1, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=6, trial=1, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=2, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=2, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=2, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=2, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=2, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=2, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=2, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=2, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=6, trial=2, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=6, trial=2, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=3, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=3, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=3, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=3, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=3, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=3, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=3, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=3, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=6, trial=3, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=6, trial=3, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=4, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=4, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=4, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=4, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=4, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=4, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=4, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=4, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=6, trial=4, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=6, trial=4, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=5, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=5, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=5, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=5, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=5, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=5, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=5, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=5, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=6, trial=5, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=6, trial=5, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=6, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=6, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=6, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=6, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=6, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=6, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=6, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=6, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=6, trial=6, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=6, trial=6, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=7, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=7, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=7, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=7, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=7, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=7, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=7, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=7, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=6, trial=7, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=6, trial=7, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=8, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=8, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=8, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=8, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=8, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=8, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=8, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=8, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=6, trial=8, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=6, trial=8, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=6, trial=9, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=6, trial=9, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=6, trial=9, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=6, trial=9, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=6, trial=9, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=6, trial=9, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=6, trial=9, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=6, trial=9, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=6, trial=9, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=6, trial=9, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=7, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=7, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=7, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=7, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=7, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=7, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=7, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=7, trial=0, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=7, trial=0, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=7, trial=0, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=7, trial=1, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=7, trial=1, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=7, trial=1, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=7, trial=1, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=7, trial=1, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=7, trial=1, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=7, trial=1, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=7, trial=1, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=7, trial=1, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=7, trial=1, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=7, trial=2, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=7, trial=2, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=7, trial=2, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=7, trial=2, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=7, trial=2, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=7, trial=2, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=7, trial=2, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=7, trial=2, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=7, trial=2, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=7, trial=2, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=7, trial=3, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=7, trial=3, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=7, trial=3, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=7, trial=3, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=7, trial=3, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=7, trial=3, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=7, trial=3, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=7, trial=3, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=7, trial=3, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=7, trial=3, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=7, trial=4, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=7, trial=4, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=7, trial=4, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=7, trial=4, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=7, trial=4, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=7, trial=4, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=7, trial=4, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=7, trial=4, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=7, trial=4, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=7, trial=4, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=7, trial=5, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=7, trial=5, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=7, trial=5, epsilon=0.075 as entry already exists.
n=40000, coeff=7, trial=5, GT MIS=20000, Greedy MIS=19481, |S|=39990, Oracle MIS=19472, Improvement=-9
n=40000, coeff=7, trial=5, GT MIS=20000, Greedy MIS=19481, |S|=39875, Oracle MIS=19237, Improvement=-244
n=40000, coeff=7, trial=5, GT MIS=20000, Greedy MIS=19481, |S|=38858, Oracle MIS=19884, Improvement=403
n=40000, coeff=7, trial=5, GT MIS=20000, Greedy MIS=19481, |S|=35377, Oracle MIS=20000, Improvement=519
n=40000, coeff=7, trial=5, GT MIS=20000, Greedy MIS=19481, |S|=29002, Oracle MIS=20000, Improvement=519
n=40000, coeff=7, trial=5, GT MIS=20000, Greedy MIS=19481, |S|=23565, Oracle MIS=20000, Improvement=519
n=40000, coeff=7, trial=5, GT MIS=20000, Greedy MIS=19481, |S|=20892, Oracle MIS=19998, Improvement=517
n=40000, coeff=7, trial=6, GT MIS=20000, Greedy MIS=19572, |S|=40000, Oracle MIS=19572, Improvement=0
n=40000, coeff=7, trial=6, GT MIS=20000, Greedy MIS=19572, |S|=40000, Oracle MIS=19572, Improvement=0
n=40000, coeff=7, trial=6, GT MIS=20000, Greedy MIS=19572, |S|=39999, Oracle MIS=19571, Improvement=-1
n=40000, coeff=7, trial=6, GT MIS=20000, Greedy MIS=19572, |S|=39990, Oracle MIS=19562, Improvement=-10
n=40000, coeff=7, trial=6, GT MIS=20000, Greedy MIS=19572, |S|=39823, Oracle MIS=19314, Improvement=-258
n=40000, coeff=7, trial=6, GT MIS=20000, Greedy MIS=19572, |S|=38598, Oracle MIS=19833, Improvement=261
n=40000, coeff=7, trial=6, GT MIS=20000, Greedy MIS=19572, |S|=34882, Oracle MIS=20000, Improvement=428
n=40000, coeff=7, trial=6, GT MIS=20000, Greedy MIS=19572, |S|=28472, Oracle MIS=20000, Improvement=428
n=40000, coeff=7, trial=6, GT MIS=20000, Greedy MIS=19572, |S|=23163, Oracle MIS=19998, Improvement=426
n=40000, coeff=7, trial=6, GT MIS=20000, Greedy MIS=19572, |S|=20847, Oracle MIS=20000, Improvement=428
n=40000, coeff=7, trial=7, GT MIS=20000, Greedy MIS=19505, |S|=40000, Oracle MIS=19505, Improvement=0
n=40000, coeff=7, trial=7, GT MIS=20000, Greedy MIS=19505, |S|=40000, Oracle MIS=19505, Improvement=0
n=40000, coeff=7, trial=7, GT MIS=20000, Greedy MIS=19505, |S|=40000, Oracle MIS=19505, Improvement=0
n=40000, coeff=7, trial=7, GT MIS=20000, Greedy MIS=19505, |S|=39989, Oracle MIS=19496, Improvement=-9
n=40000, coeff=7, trial=7, GT MIS=20000, Greedy MIS=19505, |S|=39796, Oracle MIS=19206, Improvement=-299
n=40000, coeff=7, trial=7, GT MIS=20000, Greedy MIS=19505, |S|=38471, Oracle MIS=19891, Improvement=386
n=40000, coeff=7, trial=7, GT MIS=20000, Greedy MIS=19505, |S|=34505, Oracle MIS=20000, Improvement=495
n=40000, coeff=7, trial=7, GT MIS=20000, Greedy MIS=19505, |S|=27984, Oracle MIS=20000, Improvement=495
n=40000, coeff=7, trial=7, GT MIS=20000, Greedy MIS=19505, |S|=22904, Oracle MIS=19999, Improvement=494
n=40000, coeff=7, trial=7, GT MIS=20000, Greedy MIS=19505, |S|=20695, Oracle MIS=19999, Improvement=494
n=40000, coeff=7, trial=8, GT MIS=20000, Greedy MIS=19211, |S|=40000, Oracle MIS=19211, Improvement=0
n=40000, coeff=7, trial=8, GT MIS=20000, Greedy MIS=19211, |S|=40000, Oracle MIS=19211, Improvement=0
n=40000, coeff=7, trial=8, GT MIS=20000, Greedy MIS=19211, |S|=40000, Oracle MIS=19211, Improvement=0
n=40000, coeff=7, trial=8, GT MIS=20000, Greedy MIS=19211, |S|=39983, Oracle MIS=19197, Improvement=-14
n=40000, coeff=7, trial=8, GT MIS=20000, Greedy MIS=19211, |S|=39770, Oracle MIS=19402, Improvement=191
n=40000, coeff=7, trial=8, GT MIS=20000, Greedy MIS=19211, |S|=38445, Oracle MIS=19879, Improvement=668
n=40000, coeff=7, trial=8, GT MIS=20000, Greedy MIS=19211, |S|=34577, Oracle MIS=20000, Improvement=789
n=40000, coeff=7, trial=8, GT MIS=20000, Greedy MIS=19211, |S|=28119, Oracle MIS=20000, Improvement=789
n=40000, coeff=7, trial=8, GT MIS=20000, Greedy MIS=19211, |S|=22978, Oracle MIS=20000, Improvement=789
n=40000, coeff=7, trial=8, GT MIS=20000, Greedy MIS=19211, |S|=20716, Oracle MIS=19999, Improvement=788
n=40000, coeff=7, trial=9, GT MIS=20000, Greedy MIS=19440, |S|=40000, Oracle MIS=19440, Improvement=0
n=40000, coeff=7, trial=9, GT MIS=20000, Greedy MIS=19440, |S|=40000, Oracle MIS=19440, Improvement=0
n=40000, coeff=7, trial=9, GT MIS=20000, Greedy MIS=19440, |S|=40000, Oracle MIS=19440, Improvement=0
n=40000, coeff=7, trial=9, GT MIS=20000, Greedy MIS=19440, |S|=39991, Oracle MIS=19431, Improvement=-9
n=40000, coeff=7, trial=9, GT MIS=20000, Greedy MIS=19440, |S|=39833, Oracle MIS=18921, Improvement=-519
n=40000, coeff=7, trial=9, GT MIS=20000, Greedy MIS=19440, |S|=38532, Oracle MIS=19767, Improvement=327
n=40000, coeff=7, trial=9, GT MIS=20000, Greedy MIS=19440, |S|=34681, Oracle MIS=20000, Improvement=560
n=40000, coeff=7, trial=9, GT MIS=20000, Greedy MIS=19440, |S|=28365, Oracle MIS=20000, Improvement=560
n=40000, coeff=7, trial=9, GT MIS=20000, Greedy MIS=19440, |S|=22980, Oracle MIS=20000, Improvement=560
n=40000, coeff=7, trial=9, GT MIS=20000, Greedy MIS=19440, |S|=20761, Oracle MIS=19999, Improvement=559
Skipping n=40000, coeff=8, trial=0, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.225 as entry already exists.
Skipping n=40000, coeff=8, trial=0, epsilon=0.25 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.025 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.05 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.075 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.1 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.125 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.15 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.175 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.2 as entry already exists.
Skipping n=40000, coeff=8, trial=1, epsilon=0.225 as entry already exists.
